SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
540789,DNAMEDIA    ,B ,Q,0.71,0.76,0.70,0.70,0.70,0.74,14,4910,3469.00,
540795,DYNAMIC     ,B ,Q,28.55,32.00,28.45,29.90,29.30,28.80,180,45543,1396466.00,
540796,RATNABHUMI  ,M ,Q,44.00,52.00,44.00,51.60,51.60,48.00,4,12000,575200.00,
540797,SHALBY      ,B ,Q,109.95,110.85,109.00,109.40,109.00,109.60,87,6977,767011.00,
540798,FSC         ,A ,Q,103.95,103.95,98.70,100.95,100.60,100.50,214,9670,978742.00,
540824,ASTRON      ,B ,Q,45.05,45.10,43.30,43.40,43.30,43.95,52,3818,167449.00,
540829,CHANDRIMA   ,XT,Q,4.80,4.80,4.69,4.69,4.69,4.78,47,5255,24657.00,
540850,JFL         ,MT,Q,6.50,6.50,6.50,6.50,6.50,6.25,1,2000,13000.00,
540861,IPRU3018    ,B ,Q,11.21,11.35,11.21,11.25,11.25,11.32,9,12101,135708.00,
540879,APOLLO      ,B ,Q,115.00,119.50,115.00,115.70,116.05,116.95,739,38149,4469185.00,
540900,NEWGEN      ,A ,Q,287.00,289.80,285.25,286.55,286.45,287.95,344,5707,1634963.00,
540901,PRAXIS      ,T ,Q,48.00,49.00,47.45,47.55,48.20,49.90,36,3255,156105.00,
540902,AMBER       ,A ,Q,2984.00,3190.00,2947.60,3142.05,3142.05,2955.10,3511,25865,79900851.00,
540904,TIRUFOAM    ,X ,Q,66.00,66.00,66.00,66.00,66.00,66.00,1,1,66.00,
540935,GALAXYSURF  ,A ,Q,2198.55,2238.85,2195.00,2228.95,2228.95,2179.75,322,1135,2508518.00,
540936,GGL         ,T ,Q,41.00,42.50,39.20,42.45,42.50,40.50,24,1702,70331.00,
540937,MEDICO      ,M ,Q,89.00,89.00,89.00,89.00,89.00,90.00,1,1200,106800.00,
540938,GUJHYSPIN   ,M ,Q,7.05,7.95,7.05,7.95,7.95,8.35,2,20000,150000.00,
540954,IWP         ,X ,Q,36.35,36.40,31.20,35.85,35.85,34.30,299,48331,1719898.00,
540955,TDSL        ,B ,Q,27.30,27.30,25.60,25.85,26.00,26.75,57,9269,241146.00,
540961,SHIVAMILLS  ,T ,Q,37.20,37.55,37.15,37.20,37.55,37.20,5,212,7890.00,
540975,ASTERDM     ,A ,Q,155.50,155.50,147.80,148.45,149.25,149.05,402,13259,1995955.00,
540980,YSL         ,XT,Q,11699.00,11749.95,11680.00,11680.00,11680.00,11580.00,5,7,81928.00,
540981,KTKIND4RG   ,B ,Q,15.01,15.08,15.01,15.04,15.04,14.99,6,6473,97329.00,
541005,KANCOTEA    ,X ,Q,54.50,54.85,54.00,54.80,54.85,52.25,25,3209,175166.00,
541019,HGINFRA     ,A ,Q,300.00,309.50,298.00,307.70,307.70,299.70,588,10629,3229773.00,
541071,AXISCBGPG   ,B ,Q,11.93,11.93,10.98,11.93,11.93,10.85,6,5920,70615.00,
541083,INFLAME     ,M ,Q,157.00,162.90,157.00,159.00,159.00,160.20,7,9000,1430750.00,
541092,ABSLRIF6RG  ,B ,Q,8.80,8.80,7.95,8.08,8.08,8.21,10,13205,106254.00,
541096,BPLPHARMA   ,XT,Q,388.60,388.60,364.95,365.75,369.90,384.15,122,6677,2476769.00,
541097,LIQUIDETF   ,F ,Q,1000.00,1000.00,999.99,1000.00,1000.00,1000.01,16,1328,1327995.00,
541143,BDL         ,A ,Q,342.00,342.50,338.00,341.25,342.00,340.05,228,9670,3301453.00,
541153,BANDHANBNK  ,A ,Q,331.35,335.80,329.60,332.60,332.60,331.35,16851,735117,244053879.00,
541154,HAL         ,A ,Q,1009.90,1015.90,991.00,994.15,994.50,1007.50,1377,21275,21236268.00,
541161,KARDA       ,B ,Q,105.85,106.00,105.00,105.25,105.25,105.10,91,2706,284964.00,
541163,SANDHAR     ,B ,Q,244.85,252.55,241.95,249.55,248.30,246.45,277,4010,1001063.00,
541167,YASHO       ,B ,Q,250.00,253.00,225.30,233.40,235.00,246.20,210,25531,6138691.00,
541179,ISEC        ,A ,Q,421.55,424.20,417.90,421.40,421.40,417.45,1546,33969,14302837.00,
541195,MIDHANI     ,A ,Q,186.25,189.90,185.90,188.75,188.75,186.00,553,32546,6122148.00,
541233,LEMONTREE   ,A ,Q,41.00,42.05,41.00,41.50,41.60,41.40,226,50493,2096470.00,
541269,CHEMFABALKA ,B ,Q,132.70,133.35,130.95,131.25,131.70,130.60,148,3029,398922.00,
541301,ORIENTELEC  ,A ,Q,278.95,280.25,273.40,275.70,277.00,279.50,476,16375,4556421.00,
541302,DHRUV       ,M ,Q,29.00,29.00,29.00,29.00,29.00,29.00,3,6000,174000.00,
541303,AKSHAR      ,M ,Q,12.20,12.20,11.70,11.70,11.70,12.10,3,21000,254460.00,
541304,INDOUS      ,M ,Q,42.00,42.00,41.00,41.00,41.00,39.90,4,8750,363750.00,
541309,IPRU3095    ,B ,Q,11.95,11.95,11.54,11.54,11.54,11.08,2,11000,131040.00,
541313,ICICI500    ,B ,Q,212.90,212.90,201.78,205.55,205.55,203.70,41,390,79814.00,
541336,INDOSTAR    ,A ,Q,330.10,331.35,325.00,325.90,325.80,327.90,179,2819,921635.00,
541347,PARVATI     ,X ,Q,2.93,2.93,2.67,2.85,2.85,2.81,33,9237,25562.00,
541352,MEGASTAR    ,M ,Q,25.55,25.55,25.50,25.50,25.50,27.00,2,4000,102100.00,
541353,INNOVATORS  ,M ,Q,43.25,43.25,43.25,43.25,43.25,44.10,8,12800,553600.00,
541358,SHWL        ,XT,Q,115.40,115.40,115.40,115.40,115.40,109.95,4,5000,577000.00,
541400,ZIMLAB      ,X ,Q,85.40,85.40,71.00,79.75,80.80,85.65,149,16116,1288234.00,
541401,ARIHANTINS  ,MT,Q,2.15,2.15,2.15,2.15,2.15,2.25,1,4000,8600.00,
541402,AFFORDABLE  ,M ,Q,83.10,83.10,83.10,83.10,83.10,84.75,5,9600,797760.00,
541403,DOLLAR      ,A ,Q,259.30,264.20,257.75,260.55,261.25,259.65,485,11958,3122069.00,
541444,PALMJEWELS  ,B ,Q,42.50,42.50,41.50,42.10,41.50,42.40,10,794,33502.00,
541445,WAA         ,M ,Q,60.15,60.15,60.10,60.10,60.10,62.00,2,1600,96200.00,
541450,ADANIGREEN  ,A ,Q,1087.70,1090.00,1052.00,1062.45,1062.45,1076.15,1416,23431,25148413.00,
541540,SOLARA      ,A ,Q,1519.00,1605.00,1517.00,1598.05,1598.05,1506.30,2400,23541,37235194.00,
541556,RITES       ,A ,Q,243.65,245.00,240.60,241.10,241.10,245.55,8316,100378,24301567.00,
541557,FINEORG     ,A ,Q,2383.00,2393.95,2353.00,2366.15,2370.00,2351.05,207,801,1899496.00,
541578,VARROC      ,A ,Q,424.75,429.65,403.00,406.35,406.35,419.25,1325,24887,10301937.00,
541601,RAJNISH     ,M ,Q,11.82,11.82,11.82,11.82,11.82,11.42,2,2400,28368.00,
541627,HITECHWIND  ,XT,Q,11.61,11.61,11.50,11.60,11.60,11.06,14,1813,20986.00,
541634,RAWEDGE     ,M ,Q,51.50,51.50,51.50,51.50,51.50,49.50,1,1600,82400.00,
541678,TVF1G       ,B ,Q,10.79,11.80,10.79,10.85,10.85,10.77,7,2360,25700.00,
541700,TCNSBRANDS  ,A ,Q,408.00,408.00,399.00,402.55,401.30,408.55,112,1226,493084.00,
541729,HDFCAMC     ,A ,Q,3019.95,3019.95,2975.30,2979.00,2979.00,2998.80,700,4170,12481210.00,
541735,VIVANTA     ,X ,Q,18.00,18.00,18.00,18.00,18.00,17.65,4,285,5130.00,
541741,TINNATFL    ,X ,Q,14.85,14.85,14.85,14.85,14.85,15.60,1,25,371.00,
541744,TVF2G       ,B ,Q,10.58,10.58,10.58,10.58,10.58,10.58,1,1000,10580.00,
541770,CREDITACC   ,A ,Q,732.45,732.45,691.00,710.60,712.00,712.75,785,6645,4709212.00,
541771,AMINTAN     ,X ,Q,0.94,0.94,0.84,0.92,0.92,0.92,33,9691,8537.00,
541804,IPRU3168    ,B ,Q,10.80,11.50,10.80,11.12,11.12,11.00,5,5500,62120.00,
541809,ICICINXT50  ,B ,Q,34.75,35.22,34.70,34.86,34.86,34.75,31,1464,51027.00,
541865,ASRL        ,B ,Q,75.15,78.65,74.00,75.90,75.90,76.00,31,10866,815227.00,
541890,SPACEINCUBA ,XT,Q,0.85,0.86,0.81,0.81,0.81,0.85,30,41810,35154.00,
541946,ICICILIQ    ,F ,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,33,14235,14235000.00,
541956,IRCON       ,A ,Q,104.00,108.40,103.65,106.35,106.35,103.40,11202,1146487,122163615.00,
541972,SETFSN50    ,B ,Q,411.98,411.98,403.51,409.00,409.00,411.98,4,14,5754.00,
541974,MANORAMA    ,M ,Q,683.95,714.00,683.95,709.50,709.50,673.70,57,10500,7353337.00,
541983,INNOVATIVE  ,M ,Q,8.19,8.19,7.74,7.99,7.99,8.30,9,17000,135530.00,
541984,NIOSAG      ,B ,Q,11.11,11.20,11.11,11.20,11.20,10.55,3,6000,66710.00,
541988,AAVAS       ,A ,Q,2400.00,2400.00,2316.00,2367.40,2365.00,2360.20,1110,9376,22015553.00,
541999,GENERAAGRI  ,X ,Q,2.97,2.97,2.43,2.43,2.43,2.70,8,482,1311.00,
542011,GRSE        ,A ,Q,193.35,202.00,193.35,195.95,195.40,193.35,365,8947,1759730.00,
542012,AAL         ,M ,Q,69.00,69.10,68.00,68.00,68.00,69.95,5,10000,685200.00,
542019,SHUBHAM     ,M ,Q,55.75,55.75,55.75,55.75,55.75,57.70,1,3000,167250.00,
542020,AKI         ,M ,Q,21.85,21.90,19.00,20.70,20.70,20.95,6,140000,2964500.00,
542034,SMGOLD      ,M ,Q,19.00,19.00,19.00,19.00,19.00,18.25,1,6000,114000.00,
542057,BCPL        ,B ,Q,92.00,95.00,89.10,90.50,89.10,92.65,95,13818,1257426.00,
542066,ATGL        ,A ,Q,385.90,390.00,377.00,379.20,379.20,383.05,1874,45791,17536441.00,
542123,PHOSPHATE   ,XT,Q,60.00,60.00,60.00,60.00,60.00,62.80,3,92,5520.00,
542131,MAN50ETF    ,B ,Q,154.80,154.80,154.50,154.50,154.50,153.91,20,2000,309075.00,
542141,TECHNOE     ,A ,Q,282.55,286.00,273.80,275.20,275.20,282.55,225,2356,661629.00,
542145,RONI        ,M ,Q,61.00,61.00,61.00,61.00,61.00,60.00,1,3000,183000.00,
542156,IPRU3218    ,B ,Q,13.00,13.64,12.46,13.59,13.59,13.32,8,11074,140773.00,
542216,DALBHARAT   ,A ,Q,1356.20,1400.70,1355.25,1397.05,1397.05,1363.15,3875,12691,17585556.00,
542230,ABSLNN50ET  ,B ,Q,332.00,332.00,330.00,330.00,330.00,332.50,4,4,1323.00,
542231,NILASPACES  ,T ,Q,1.75,1.81,1.75,1.76,1.76,1.81,51,24101,42458.00,
542233,TREJHARA    ,B ,Q,34.25,34.25,34.25,34.25,34.25,32.65,9,1771,60656.00,
542247,AXISCCGPG   ,B ,Q,13.00,13.00,11.90,12.05,12.05,12.30,6,1019,12279.00,
542248,DECCAN      ,M ,Q,23.95,24.00,23.95,24.00,24.00,23.25,19,39600,950280.00,
542323,KPIGLOBAL   ,M ,Q,69.50,70.00,54.25,60.00,60.00,58.35,11,17600,1088160.00,
542333,RPSGVENT    ,A ,Q,339.10,350.95,337.10,346.60,349.00,337.20,331,5994,2058840.00,
542337,SPENCER     ,A ,Q,80.00,81.05,78.10,78.65,78.80,80.80,715,55051,4372495.00,
542351,GLOSTERLTD  ,X ,Q,503.90,503.90,487.30,497.00,492.05,490.00,22,268,132518.00,
542367,XELPMOC     ,B ,Q,316.85,316.85,305.45,307.45,311.30,303.75,1562,18938,5857640.00,
542399,CHALET      ,A ,Q,170.55,173.15,166.45,169.80,169.90,170.40,999,28560,4848243.00,
542460,ANUP        ,B ,Q,626.00,678.10,626.00,656.40,656.00,614.95,773,5249,3454374.00,
542484,ARVINDFASN  ,A ,Q,142.70,150.50,142.70,149.10,150.50,144.30,395,14667,2175635.00,
542513,UTISXN50    ,B ,Q,392.00,392.00,391.10,391.10,391.10,401.50,7,7,2738.00,
542579,AGOL        ,M ,Q,55.00,58.00,55.00,57.25,58.00,53.40,6,12000,681700.00,
542597,MSTC        ,A ,Q,348.00,369.90,335.05,358.45,358.45,343.45,11401,293909,104845785.00,
542602,EMBASSY     ,IF,Q,347.60,350.88,346.72,347.54,347.54,347.71,31,6600,2294764.00,
542627,CHANDNIMACH ,X ,Q,8.09,8.49,8.09,8.49,8.49,8.09,14,748,6347.00,
542628,NSL         ,M ,Q,20.00,20.90,20.00,20.90,20.90,20.00,3,18000,373500.00,
542649,RVNL        ,A ,Q,31.45,32.50,30.15,31.85,31.85,30.60,3971,1110384,34989487.00,
542650,METROPOLIS  ,A ,Q,2165.00,2177.40,2047.00,2061.00,2063.95,2143.40,872,4858,10219108.00,
542651,KPITTECH    ,A ,Q,135.60,135.60,133.50,134.40,134.40,135.20,369,11738,1576287.00,
542652,POLYCAB     ,A ,Q,1303.00,1338.75,1289.15,1323.65,1323.65,1302.00,3022,35174,46469909.00,
542653,JINAAM      ,M ,Q,4.50,4.50,4.50,4.50,4.50,4.50,10,20000,90000.00,
542655,VIKASMCORP  ,B ,Q,3.32,3.66,3.32,3.66,3.66,3.49,1641,2351849,8192959.00,
542665,NEOGEN      ,A ,Q,774.00,784.60,743.50,760.15,761.00,743.60,736,8976,6911999.00,
542669,BMW         ,X ,Q,24.55,25.00,24.55,24.55,24.55,24.55,5,163,4024.00,
542670,ARTEMISELC  ,B ,Q,51.85,52.00,50.00,50.55,51.00,50.55,93,9799,500523.00,
542677,MAHESH      ,XT,Q,5.55,5.55,5.32,5.32,5.32,5.60,5,521,2776.00,
542679,DEL         ,X ,Q,17.50,17.55,17.50,17.55,17.55,17.45,3,409,7167.00,
542682,HARISH      ,XT,Q,27.75,27.95,27.75,27.95,27.95,27.05,7,4000,111400.00,
542684,PPL         ,B ,Q,116.00,116.00,111.00,112.20,112.80,112.65,427,19249,2172072.00,
542685,DGCONTENT   ,B ,Q,17.04,17.04,17.04,17.04,17.04,16.23,24,6454,109976.00,
542721,ARL         ,M ,Q,32.00,32.50,32.00,32.50,32.50,32.75,3,12000,387000.00,
542725,SBC         ,M ,Q,42.60,42.60,42.55,42.55,42.55,42.25,2,6000,255450.00,
542726,INDIAMART   ,A ,Q,9409.95,9520.00,9331.65,9382.00,9382.00,9333.30,4115,14026,132244994.00,
542727,CPML        ,M ,Q,11.00,11.00,11.00,11.00,11.00,11.23,1,4000,44000.00,
542729,DCMNVL      ,T ,Q,70.05,73.90,68.85,72.10,72.20,72.45,49,11745,822304.00,
542730,ICICIBANKN  ,B ,Q,356.00,358.00,355.00,356.00,356.00,354.00,23,46,16370.00,
542747,NETFSNX150  ,B ,Q,47.06,47.06,47.06,47.06,47.06,47.06,5,30,1411.00,
542752,AFFLE       ,A ,Q,4833.00,5094.55,4818.15,5094.55,5094.55,4631.45,5229,37107,187178314.00,
542753,SEACOAST    ,X ,Q,109.00,120.40,109.00,115.95,115.00,114.70,88,3037,346504.00,
542758,ICICIBANKP  ,B ,Q,188.49,189.00,186.10,188.00,188.00,187.00,19,524,97626.00,
542759,SPANDANA    ,A ,Q,711.00,720.90,656.95,665.15,670.00,715.80,2199,17983,12041008.00,
542760,SWSOLAR     ,A ,Q,239.65,243.75,237.80,239.60,240.25,239.65,730,43594,10503801.00,
542770,ALPHALOGIC  ,MS,Q,83.20,83.20,83.20,83.20,83.20,80.10,1,1600,133120.00,
542771,NOVATEOR    ,M ,Q,5.18,5.27,5.18,5.27,5.27,5.02,3,18000,93840.00,
542772,IIFLWAM     ,A ,Q,1193.35,1346.35,1193.25,1288.85,1319.15,1216.65,169,1203,1480746.00,
542773,IIFLSEC     ,A ,Q,48.00,48.45,46.75,47.25,47.25,47.50,208,30566,1461833.00,
542774,APMFINVEST  ,X ,Q,26.00,26.00,24.50,24.95,24.95,25.70,39,5204,131547.00,
542803,ELLORATRAD  ,XT,Q,98.10,102.60,98.00,102.60,102.60,98.00,8,10025,982765.00,
542804,NIESSPJ     ,B ,Q,16.82,16.82,16.82,16.82,16.82,18.68,2,21,353.00,
542808,NIESSPC     ,B ,Q,4.38,4.38,4.38,4.38,4.38,3.99,16,1551,6793.00,
542812,FLUOROCHEM  ,A ,Q,585.00,593.20,572.65,579.30,572.65,579.20,537,8747,5093851.00,
542830,IRCTC       ,A ,Q,1629.00,1638.40,1612.00,1618.60,1618.60,1618.40,4263,75397,122535164.00,
542837,NIESSPE     ,B ,Q,3.55,3.90,3.20,3.20,3.20,3.55,14,653,2322.00,
542839,NIEHSPD     ,B ,Q,0.88,0.90,0.76,0.84,0.90,0.82,43,22399,19251.00,
542844,NIEHSPH     ,B ,Q,0.60,0.60,0.60,0.60,0.60,0.55,1,1,0.00,
542845,NIEHSPJ     ,B ,Q,3.12,3.12,3.12,3.12,3.12,2.84,1,1,3.00,
542847,NIESSPL     ,B ,Q,1.70,1.70,1.40,1.58,1.41,1.55,11,7254,10600.00,
542848,NIESSPM     ,B ,Q,23.85,23.85,21.90,23.85,23.85,21.69,33,1041,24193.00,
542850,GOBLIN      ,M ,Q,25.00,25.00,25.00,25.00,25.00,25.00,1,2000,50000.00,
542852,VISHWARAJ   ,B ,Q,144.25,145.00,142.85,144.50,142.85,146.00,163,26874,3874486.00,
542857,GREENPANEL  ,B ,Q,183.00,188.75,172.95,176.40,177.25,180.50,596,18352,3343542.00,
542862,SHAHLON     ,XT,Q,95.00,96.00,92.80,94.55,95.00,97.55,42,14258,1341881.00,
542867,CSBBANK     ,A ,Q,217.00,219.95,217.00,218.25,219.10,218.45,185,5607,1225090.00,
542904,UJJIVANSFB  ,A ,Q,35.50,35.70,35.15,35.25,35.35,35.45,317,61012,2155660.00,
542905,SHIL        ,A ,Q,227.00,238.25,217.00,234.80,236.10,227.00,663,28353,6440552.00,
542907,PRINCEPIPE  ,A ,Q,424.00,434.80,415.30,417.80,417.80,417.70,2226,28564,12116139.00,
542908,EBBETF0423  ,F ,Q,1101.25,1103.00,1101.25,1102.67,1103.00,1102.00,7,421,463881.00,
542909,EBBETF0430  ,F ,Q,1116.00,1117.00,1115.07,1116.05,1116.05,1117.00,10,136,151873.00,
542919,ARTEMISMED  ,B ,Q,200.00,213.80,200.00,213.25,213.80,198.35,14,33,6990.00,
542920,SUMICHEM    ,A ,Q,306.40,308.35,305.55,306.95,307.30,305.35,320,12060,3701997.00,
542921,ICICIM150   ,B ,Q,86.50,86.50,86.40,86.40,86.40,87.50,2,2,172.00,
542922,MANXT50ETF  ,B ,Q,342.00,344.50,342.00,343.82,344.50,339.50,6,25,8591.00,
542924,JANUSCORP   ,M ,Q,97.00,102.70,97.00,102.70,102.70,97.85,18,58500,5942250.00,
542932,BIRLATYRES  ,B ,Q,29.20,30.20,29.20,30.00,30.00,29.95,310,45106,1352156.00,
542933,UNIVPHOTO   ,B ,Q,200.00,205.95,194.00,194.05,194.50,199.10,92,909,179051.00,
542934,CBPL        ,M ,Q,39.80,45.50,35.50,45.30,45.30,42.55,10,70000,2856300.00,
542963,06AGG       ,F ,Q,6.03,6.50,6.03,6.50,6.50,6.70,7,1751,10793.00,
542969,06GPG       ,F ,Q,1.79,1.79,1.79,1.79,1.79,1.63,1,1,1.00,
543064,SUVENPHAR   ,A ,Q,515.00,525.25,485.00,490.90,491.25,507.25,2548,52250,26635069.00,
543066,SBICARD     ,A ,Q,1028.00,1029.40,1010.90,1024.65,1024.65,1024.30,2042,31775,32445518.00,
543087,09AGG       ,F ,Q,6.65,6.65,6.65,6.65,6.65,6.05,2,2,13.00,
543150,08GPG       ,B ,Q,3.20,3.21,2.90,3.20,3.20,3.21,10,2313,7215.00,
543167,10GPG       ,F ,Q,1.79,1.79,1.79,1.79,1.79,1.63,1,1,1.00,
543174,11GPG       ,B ,Q,2.80,3.35,2.80,3.18,3.30,3.10,34,18319,56418.00,
543175,11MPD       ,B ,Q,2.51,2.70,2.50,2.69,2.69,2.75,17,3520,9000.00,
543181,11AGG       ,B ,Q,23.10,23.15,23.10,23.15,23.15,21.05,24,2917,67432.00,
543187,POWERINDIA  ,A ,Q,1318.80,1323.25,1284.20,1290.60,1294.85,1322.90,408,2404,3123023.00,
543194,NIRMITEE    ,MS,Q,363.00,363.00,363.00,363.00,363.00,348.00,1,600,217800.00,
543210,AARTISURF   ,B ,Q,919.50,950.35,901.00,910.50,915.00,930.10,635,3553,3288387.00,
543212,BOROLTD     ,B ,Q,212.05,217.00,205.50,214.25,214.25,212.60,1270,51817,11013217.00,
543213,ROSSARI     ,B ,Q,872.00,922.85,872.00,907.05,908.20,884.70,1280,15239,13837501.00,
543214,NDRAUTO     ,B ,Q,237.00,249.55,237.00,241.35,241.00,237.75,251,3209,779248.00,
543215,EBBETF0425  ,F ,Q,1018.00,1022.00,1012.75,1015.20,1015.95,1016.00,573,209341,212022682.00,
543216,EBBETF0431  ,F ,Q,1002.05,1008.98,1002.05,1008.08,1008.07,1004.95,47,317,318662.00,
543217,MINDSPACE   ,IF,Q,329.99,330.00,322.56,323.28,323.15,328.71,149,127200,41387098.00,
543218,SBGLP       ,M ,Q,50.00,50.75,50.00,50.75,50.75,47.55,3,24000,1206000.00,
543219,ICICIALPLV  ,B ,Q,143.45,144.15,142.00,143.61,142.70,143.80,33,3883,558468.00,
543220,MAXHEALTH   ,B ,Q,179.95,202.00,179.95,198.65,195.60,180.00,4237,302130,58640071.00,
543221,ICICITECH   ,B ,Q,261.00,263.29,261.00,261.37,261.12,258.52,65,586,153159.00,
543223,MAXINDIA    ,B ,Q,61.00,64.30,61.00,63.45,63.45,63.10,360,18179,1153363.00,
543224,HBANKETF    ,B ,Q,358.00,360.66,355.50,360.66,360.66,356.95,34,316,112627.00,
543226,UTIBANKETF  ,B ,Q,361.00,363.00,354.75,357.00,357.00,359.90,30,140,49816.00,
543227,HAPPSTMNDS  ,B ,Q,362.80,374.90,356.10,371.50,371.50,355.90,5997,196481,72043451.00,
543228,ROUTE       ,B ,Q,1286.90,1527.20,1278.60,1527.20,1527.20,1272.70,16654,255747,369869057.00,
543231,ADL         ,T ,Q,29.50,30.00,27.45,29.25,29.25,28.85,17,979,27178.00,
543232,CAMS        ,B ,Q,1894.00,2006.00,1882.15,1977.90,1977.90,1872.15,4228,43931,85733255.00,
543233,CHEMCON     ,B ,Q,437.95,444.00,430.05,441.15,441.15,433.35,1323,43874,19318418.00,
543235,ANGELBRKG   ,B ,Q,346.00,346.00,341.70,342.20,341.80,343.55,78,2603,892590.00,
543236,ATAM        ,M ,Q,36.65,40.00,33.50,40.00,40.00,34.00,6,18000,650400.00,
543237,MAZDOCK     ,B ,Q,225.30,242.40,224.85,231.85,231.85,224.85,4726,232745,54450092.00,
543238,UTIAMC      ,B ,Q,555.25,565.15,555.25,560.00,560.35,560.75,1061,26269,14766185.00,
543240,LIKHITHA    ,B ,Q,219.50,240.30,219.00,234.45,235.00,220.20,2896,91389,21167107.00,
543242,HEMIPROP    ,T ,Q,174.50,183.00,172.00,183.00,183.00,174.30,1166,107455,19502590.00,
543243,EQUITASBNK  ,B ,Q,46.00,46.85,45.40,46.25,46.15,45.50,275,51913,2401266.00,
543245,GLAND       ,B ,Q,2300.25,2321.85,2262.40,2282.95,2280.35,2300.25,782,4613,10563319.00,
543246,MAESGETF    ,B ,Q,25.55,25.80,25.51,25.67,25.80,25.40,15,1085,27883.00,
543248,BURGERKING  ,B ,Q,152.50,152.60,149.35,151.00,151.00,152.40,2780,99272,14992015.00,
543249,TARC        ,B ,Q,26.30,26.40,25.05,25.85,25.90,25.65,305,92611,2388746.00,
543251,RVHL        ,B ,Q,22.10,23.40,22.10,22.60,22.85,22.35,70,4993,113807.00,
543252,FAIRCHEMOR  ,B ,Q,620.90,630.70,619.70,629.45,625.50,620.95,30,556,346408.00,
543253,BECTORFOOD  ,B ,Q,393.00,394.30,386.70,387.25,387.25,389.30,1320,23152,9022061.00,
543254,AWHCL       ,B ,Q,330.00,334.25,319.25,320.80,320.80,329.40,547,15376,5010478.00,
543257,IRFC        ,B ,Q,25.50,25.65,25.30,25.45,25.45,25.40,3406,2102993,53497707.00,
543258,INDIGOPNTS  ,B ,Q,2651.00,2683.00,2640.35,2649.25,2649.25,2666.30,2043,13319,35371366.00,
543259,HOMEFIRST   ,B ,Q,547.15,558.15,547.10,548.50,548.50,552.40,1251,29555,16271259.00,
543260,STOVEKRAFT  ,B ,Q,468.90,486.35,442.95,484.30,484.30,467.95,1795,65828,31291526.00,
555555,ICICISENSX  ,B ,Q,552.00,560.00,549.00,557.69,557.69,553.76,34,78,43368.00,
570001,TATAMTRTDVR ,A ,Q,133.75,134.55,132.15,133.25,133.25,134.15,2484,197068,26350764.00,
570002,FELDVR      ,B ,Q,15.57,15.60,14.77,15.02,15.02,15.23,63,9849,148167.00,
570004,JISLBNDVR   ,T ,Q,13.30,13.30,12.73,13.00,13.00,12.97,32,4003,51898.00,
570005,SCAPDVR     ,T ,Q,2.61,2.61,2.61,2.61,2.61,2.74,40,18626,48613.00,
590003,KARUR VY(PS ,B ,Q,54.75,57.50,54.20,56.75,56.55,54.35,1262,361167,20311564.00,
590005,TIDE WATE(PS,B ,Q,4404.00,4594.00,4390.00,4459.85,4459.85,4371.00,668,1696,7636772.00,
590006,AMRUTANJAN  ,B ,Q,530.00,545.00,517.00,532.15,532.15,526.95,1201,22302,11933325.00,
590013,XPRO INDI(PS,B ,Q,51.45,51.45,51.45,51.45,51.45,49.00,38,13294,683976.00,
590018,HISARMET(PS ,B ,Q,115.00,115.00,106.40,107.10,106.90,110.85,259,8542,928746.00,
590021,BHARAT RA(PS,B ,Q,9989.15,10010.95,9906.40,9921.15,9927.00,10003.85,138,278,2763318.00,
590024,FERT CHE(PS ,B ,Q,84.20,84.20,81.15,81.70,81.35,83.85,281,28663,2370328.00,
590025,GINNI FIL(PS,B ,Q,18.70,19.20,18.70,19.15,19.15,18.85,63,10548,198295.00,
590030,SOUTH PET(PS,B ,Q,25.15,26.10,24.70,25.30,25.25,24.95,324,70187,1783860.00,
590031,DE NORA     ,B ,Q,266.50,274.30,260.00,260.30,263.00,265.35,357,4152,1100687.00,
590043,HARITA SEAT ,B ,Q,715.60,750.00,702.25,742.80,744.80,715.60,431,3556,2619344.00,
590051,SAKSOFT LTD ,B ,Q,342.70,360.60,338.95,352.75,352.75,344.40,623,8410,2954887.00,
590056,SALONA COTSP,B ,Q,73.00,73.00,71.50,71.50,71.50,75.10,28,579,41422.00,
590062,ANDHRA SUGAR,B ,Q,313.95,314.05,311.55,313.50,313.65,312.90,318,5217,1634489.00,
590065,INDIA MOTOR ,B ,Q,625.00,690.15,614.00,690.15,690.15,575.15,495,5330,3565966.00,
590066,KCP LTD     ,B ,Q,77.85,77.85,74.25,75.55,75.50,74.15,254,28918,2191354.00,
590070,RADAAN MEDIA,T ,Q,1.00,1.00,0.93,0.93,0.93,0.96,5,9229,8709.00,
590071,SUNDARAM FIN,B ,Q,2174.20,2207.45,2144.20,2163.55,2163.55,2199.05,374,2333,5077771.00,
590072,SUNDARAM BRK,B ,Q,367.00,369.75,359.65,362.25,363.85,369.30,97,773,280816.00,
590073,WHEELS INDIA,B ,Q,489.85,497.00,476.95,494.90,497.00,481.85,209,1725,849255.00,
590075,LAMBODHARA T,B ,Q,45.90,46.50,45.30,45.95,46.10,46.40,69,2214,101365.00,
590078,MAITHAN ALL ,B ,Q,640.00,659.05,640.00,656.30,655.40,637.50,197,1806,1181319.00,
